SYMBOL,EXPIRY,STRIKE_PRICE,OPTION_TYPE,UNDERLYING_VALUE,LTP,bid,ask,mid_price,IV,OI,volume,timestamp,maturity,source
NIFTY,2026-06-02,24550.0,call,24000.0,70.34328167013098,69.91242308431086,70.71390198207243,70.31316253319164,0.18521244917389698,18643,190,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,24550.0,put,24000.0,591.1871749417545,586.3677327696172,593.0898766091519,589.7288046893846,0.18521244917389698,1508,21949,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25100.0,call,24000.0,11.137410008886578,10.852974487397887,11.352974487397887,11.102974487397887,0.18381905046464608,63418,377,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25100.0,put,24000.0,1075.8449997823045,1071.884718234715,1087.782136493262,1079.8334273639884,0.18381905046464608,1610,4386,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25600.0,call,24000.0,1.2999931131875844,1.020090703526023,1.520090703526023,1.270090703526023,0.18303290851454757,24310,16033,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25600.0,put,24000.0,1566.2743760436535,1555.5037352381946,1583.251553231869,1569.3776442350318,0.18303290851454757,72794,21311,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26150.0,call,24000.0,0.10775613299059815,0.05,0.3185704601400978,0.1842852300700489,0.18266481732518555,88906,22513,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26150.0,put,24000.0,2119.143913535772,2095.395653669286,2139.5862157548036,2117.4909347120447,0.18266481732518555,96365,10014,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26700.0,call,24000.0,0.05,0.05,0.25220065793581803,0.151100328967909,0.1827860153166909,86739,8432,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26700.0,put,24000.0,2684.4620013132662,2634.749889754821,2698.7288615056677,2666.7393756302445,0.1827860153166909,109795,10124,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27250.0,call,24000.0,0.05,0.05,0.2500447884057444,0.1500223942028722,0.18336682696073758,51712,17875,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27250.0,put,24000.0,3208.2042236051366,3172.5550013584366,3259.549059603792,3216.0520304811143,0.18336682696073758,26763,7836,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27800.0,call,24000.0,0.05,0.05,0.25000062624662195,0.15000031312331097,0.18437974055642356,15731,23730,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27800.0,put,24000.0,3759.9760304771653,3708.7971904040896,3821.936403674641,3765.3667970393653,0.18437974055642356,79962,19529,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,28300.0,call,24000.0,0.05,0.05,0.2500000100354923,0.15000000501774616,0.18565400942364058,71361,22837,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,28300.0,put,24000.0,4258.79195976118,4194.970136295424,4334.517657860704,4264.743897078064,0.18565400942364058,50268,4184,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-09,19700.0,call,24000.0,4340.397380496295,4267.25948093116,4430.8503966693925,4349.054938800276,0.2313594044509286,25800,7209,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,19700.0,put,24000.0,0.05,0.05,0.25104509057818186,0.15052254528909093,0.2313594044509286,32067,24011,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20200.0,call,24000.0,3841.9309248839013,3785.128728099246,3915.4834743462866,3850.3061012227663,0.223755158489812,94436,21460,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20200.0,put,24000.0,0.05,0.05,0.25718483007706305,0.15359241503853152,0.223755158489812,93002,6495,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20750.0,call,24000.0,3297.7191662818905,3252.486462904133,3350.9641764433036,3301.7253196737183,0.2163721338182892,98392,16366,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20750.0,put,24000.0,0.05,0.05,0.30687832974003104,0.17843916487001552,0.2163721338182892,73369,19235,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,21300.0,call,24000.0,2763.9755408699775,2717.781843949315,2789.1015280707416,2753.441686010028,0.20994520662278227,72694,22690,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,21300.0,put,24000.0,0.2651262323485999,0.15371971476786683,0.6537197147678668,0.40371971476786683,0.20994520662278227,111156,14074,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,21850.0,call,24000.0,2208.520460641169,2182.4867546004357,2231.2094059871774,2206.8480802938066,0.2044064177038635,118860,18519,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,21850.0,put,24000.0,2.5085439205432216,2.1905890472575322,2.6905890472575322,2.4405890472575322,0.2044064177038635,16454,10526,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,22400.0,call,24000.0,1669.2533966296087,1652.5240374777948,1683.1268510123757,1667.8254442450852,0.19969382027545546,48853,19972,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,22400.0,put,24000.0,11.951961153205252,11.798428047250127,12.298428047250127,12.048428047250127,0.19969382027545546,1835,8342,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,22900.0,call,24000.0,1197.785456276055,1190.111038583256,1208.1429563362055,1199.1269974597308,0.19607887468103088,4556,4727,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,22900.0,put,24000.0,42.031853575238294,41.788381122271865,42.421536035550155,42.10495857891101,0.19607887468103088,16677,24549,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,23450.0,call,24000.0,739.6432541684676,736.3284390795478,744.828428287915,740.5784336837314,0.19279046457208504,104662,13762,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,23450.0,put,24000.0,132.35545742252538,131.4282824312201,132.9454572720236,132.18686985162185,0.19279046457208504,95929,6837,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,24000.0,call,24000.0,387.06135280891806,385.2780485712183,388.3726513709871,386.8253499711027,0.19017652415295205,116074,3809,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,24000.0,put,24000.0,327.0414463941116,325.7560041429557,328.3725182324573,327.0642611877065,0.19017652415295205,110954,20234,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,24550.0,call,24000.0,164.06378160944084,163.14698295140045,165.01730668358357,164.082144817492,0.18819308408938795,39427,14930,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,24550.0,put,24000.0,654.0565484273446,649.2301306040808,656.6729315615394,652.9515310828101,0.18819308408938795,41443,19338,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,25100.0,call,24000.0,54.8126900722323,54.524697731412054,55.333368580535314,54.929033155973684,0.18679968538013705,16594,24259,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,25100.0,put,24000.0,1095.0004464716424,1084.3874694626752,1100.470319477336,1092.4288944700056,0.18679968538013705,92770,7220,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,25600.0,call,24000.0,16.50745633603087,16.115963541342353,16.615963541342353,16.365963541342353,0.18601354343003854,27115,3195,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,25600.0,put,24000.0,1555.6392912287592,1538.8950301792283,1566.3465741655527,1552.6208021723905,0.18601354343003854,16490,23436,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,26150.0,call,24000.0,3.3652870993458133,3.16780970943438,3.66780970943438,3.41780970943438,0.18564545224067652,55527,3810,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,26150.0,put,24000.0,2077.614612293052,2066.512407000586,2110.093839777799,2088.3031233891925,0.18564545224067652,30297,18602,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,26700.0,call,24000.0,0.6061958058989051,0.31793033852705577,0.8179303385270558,0.5679303385270558,0.18576665023218186,80683,20343,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,26700.0,put,24000.0,2635.931589022653,2602.485961634906,2665.6814764990922,2634.083719066999,0.18576665023218186,68356,289,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,27250.0,call,24000.0,0.1513534798818932,0.05,0.3272185438185158,0.1886092719092579,0.18634746187622855,87416,10107,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,27250.0,put,24000.0,3201.0639384296055,3139.183983527611,3225.2629811144,3182.2234823210056,0.18634746187622855,2899,15134,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,27800.0,call,24000.0,0.07842159206500325,0.05,0.25889900702363056,0.15444950351181527,0.1873603754719145,47203,19858,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,27800.0,put,24000.0,3716.4880516099975,3674.7355669238486,3786.8357087420054,3730.785637832927,0.1873603754719145,94181,11677,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,28300.0,call,24000.0,0.05,0.05,0.25111770056237337,0.15055885028118668,0.18863464433913157,115395,12351,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,28300.0,put,24000.0,4269.206531274278,4160.335147114123,4298.730520572824,4229.532833843474,0.18863464433913157,33346,11444,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-25,19700.0,call,24000.0,4420.003587671158,4322.676761450567,4488.392170369588,4405.534465910077,0.23607978629281914,96158,21619,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,19700.0,put,24000.0,0.46092016182907225,0.3185286908896501,0.8185286908896501,0.5685286908896501,0.23607978629281914,86422,19498,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,20200.0,call,24000.0,3935.623386942171,3842.917671493469,3975.262591283649,3909.090131388559,0.22847554033170256,71305,19676,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,20200.0,put,24000.0,1.4656310170875162,1.2100840876611727,1.7100840876611727,1.4600840876611727,0.22847554033170256,84493,2799,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,20750.0,call,24000.0,3343.2515862936307,3314.458674856896,3414.812762611817,3364.6357187343565,0.22109251566017976,52774,16793,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,20750.0,put,24000.0,4.089535044946023,3.825150343584795,4.325150343584795,4.075150343584795,0.22109251566017976,22059,6770,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,21300.0,call,24000.0,2846.9699116077118,2787.8924704078104,2861.0519886364914,2824.472229522151,0.21466558846467282,68286,18008,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,21300.0,put,24000.0,10.918758571098072,10.731140041503238,11.231140041503238,10.981140041503238,0.21466558846467282,12763,17718,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,21850.0,call,24000.0,2292.385317310395,2269.0392216000664,2319.6941026635277,2294.366662131797,0.20912679954575406,85374,17262,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,21850.0,put,24000.0,28.08443812835516,27.636567026847022,28.253536095702568,27.945051561274795,0.20912679954575406,22887,19654,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,22400.0,call,24000.0,1789.5408983037923,1768.9091989856577,1801.667329668456,1785.2882643270568,0.204414202117346,69293,7807,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
NIFTY,2026-06-25,22400.0,put,24000.0,66.01830569188789,65.33120390143334,66.54106143187916,65.93613266665625,0.204414202117346,110898,8907,2026-05-26 15:30:00,0.07945205479452055,synthetic_indian_market_not_live
